temperature,breathing_rate,audio_rms,zcr,label
39.488113757387666,44.90043602931578,0.15698176412413106,13.270303157331131,1
39.14089828706579,12.996169482906874,0.15043365569878966,58.66073414663848,1
40.88523756316948,14.24235861233483,0.4588343088358938,10.364472613121956,2
37.921407439984364,55.12768769053934,0.10505235990351346,97.32579286889279,1
40.17009263792973,30.607782768698,0.26931794108557927,79.29726467990893,2
37.89871280569228,14.449033745170716,0.12897293106774327,89.81539390299605,1
40.08675383538207,27.612535104415144,0.3402180655777835,54.288383731676944,2
40.70671624836638,10.494352847440066,0.3738237132539392,90.97098289157279,2
36.92121710446425,49.08234745356414,0.3954452611491537,0.15998639294608763,2
40.83350296289236,47.146840016708865,0.22535229340724233,70.44105596886459,2
36.21027052925034,37.56687870512704,0.1711046012061802,69.25862320364551,1
41.24793283856346,43.31964247187841,0.11011168386169345,85.37363190138866,1
37.074622549265364,28.123307547079005,0.4777062710452539,80.65766143449312,2
38.24464218006215,29.18340953106635,0.08709102710684496,35.17462234411678,0
38.3080740341311,34.41248326367547,0.06092094392896872,38.28764299271688,0
38.33578864489851,23.40026915728879,0.09952657078807431,24.7015989646725,0
40.86969673493079,34.66054146683255,0.31904220720417237,99.1352885735392,2
38.42358882503498,36.65822031227785,0.10123278893944072,19.78738713567515,1
41.09153556959126,23.81592755674077,0.28137154837130285,10.405436557550319,2
37.05311247321702,25.152021443402585,0.20112230084295957,24.8146323036609,2
40.4559420439732,10.269024727429457,0.30418651575307354,89.91037373543925,2
37.14172006171956,56.43006560983104,0.4697642654328759,70.73990954505166,2
38.847384089773975,53.939378521841356,0.4708871067758936,69.45086336554395,2
41.03698473345646,59.09789374208512,0.3468328787211453,72.65506200216811,2
39.08575945977681,15.669958591297641,0.16235566597940418,66.56125037827188,1
40.07401763416685,45.53353059291342,0.46243429472674713,19.196837216805186,2
41.414630251427525,36.02052998993903,0.13568655577912583,80.13826059140132,1
38.438450059220585,24.787742440306673,0.06777185979570846,81.7317805189508,0
41.96223044212369,12.12145054390584,0.38933632561384923,61.00963268833838,2
39.225853209283606,20.467710772757314,0.1930951057821136,32.06904893469952,1
41.23356325311678,58.965832207147194,0.3048203665133062,18.154757833158186,2
38.21666651510631,39.5764370156198,0.14417142157373897,50.79995039828977,1
41.25310234186658,28.566162180550812,0.4922037589543959,49.93498158754459,2
38.039776345933895,32.28080403967225,0.06526663454278478,37.86991815368985,0
41.7248553838963,53.81280702441629,0.39402845814303644,55.248468746785115,2
36.94709273168403,37.76578659375871,0.11787716331679807,76.34822689598792,1
41.98796979474571,45.19576833366595,0.27992796243836315,96.25806087825909,2
41.578742517765555,55.36883127136755,0.42483987889271546,31.04654629634028,2
36.24789318558057,33.864984749707105,0.45333344401082304,4.932681102284864,2
37.60994199576562,55.593890200540876,0.1711928052065365,54.135831766258235,1
38.85278533739621,38.34967008445802,0.12379520369977882,94.04747171362699,1
41.816947765239036,32.369869979585154,0.4297987465329749,20.254412452823022,2
39.340575210360235,12.576149769664926,0.19028810793219925,76.19193216341691,1
37.95071946908345,49.82187883194941,0.164152260593441,34.163209319426294,1
37.034828770942866,13.424549729777082,0.45532502683575354,1.0546418496710008,2
40.22520500623498,19.052155645429153,0.24030800771328806,77.93554589922518,2
38.315680344064134,12.138251659738005,0.491141601389029,70.7870420726145,2
36.17223310026906,36.25965406960432,0.12298814965436104,34.1640324843684,1
37.62013124287493,29.026734064308638,0.12079488122970333,66.22087103560146,1
37.62304583492395,36.68683008437873,0.19105598862154202,65.76416692196648,1
36.12075417356272,59.409644084793044,0.3036020396006534,56.485394936419794,2
37.32977869256493,11.692417406712792,0.3516967064874112,21.759822084989633,2
38.68611924190882,42.27188593830698,0.18046657356940504,8.79745694696209,1
36.726253105036236,57.47095801018703,0.38619286332625835,52.89939334206012,2
38.92697962060077,34.510934930547435,0.021773606447956832,72.13062961837348,0
37.645861150432246,17.447412323290422,0.14852320841068145,68.31531779899352,1
36.3003112280741,50.57641434573428,0.49637504981389663,91.55992288679862,2
41.84805939649557,24.73361404758026,0.2577196368798966,67.83836327052163,2
36.06398077451025,42.11370858401932,0.1195484315368866,50.228404583538236,1
37.37882020436876,32.670669442251445,0.2923986730118567,55.02061480940284,2
37.286527094303544,13.136605100941104,0.42189075042339297,86.87180788485685,2
36.48484228012285,22.75708011736635,0.40443356486563375,14.13626014732995,2
39.805923013933274,14.39515425659972,0.1611766780681088,23.725973011091195,1
41.635953106850636,27.925894938576825,0.2763655715536412,19.400416063353475,2
36.449002991005315,28.793758426254787,0.3615537433731021,48.886453374292074,2
38.73857954830936,17.517078136796822,0.0936799029337859,13.994990038104493,0
36.955533368274,27.912418443624688,0.23154256758096742,9.84219493342965,2
40.31857693923952,38.46778841247463,0.1762796732787376,3.975497264459893,1
36.10369205596929,57.295563128465965,0.37455695633028174,64.45525437353382,2
39.48529630517054,16.435910899194397,0.16099549817291264,18.76339231629045,1
40.923122864609475,44.225886341469355,0.18816812470656352,9.220464460279187,1
36.878465173129854,31.03960840086603,0.38498286592640385,65.30444167296467,2
38.606123475737604,23.633333868147595,0.050901557813316886,97.45689177685965,0
40.50534919806926,27.71922389779006,0.2929008825968895,70.74748161274272,2
36.49802460391122,10.997387563097657,0.22784707894546588,2.8456143305920722,2
37.94527470292886,24.836642154940943,0.14033569042276434,69.18482199704185,1
37.83119949370136,15.336979589663832,0.1800618788355551,10.916370097818785,1
41.55538084315643,28.38047145628934,0.314727558839932,45.1392961815711,2
40.1109285883827,27.386158381229166,0.30182176319729587,66.00468159300078,2
37.93057237629655,35.615332553970944,0.10727497710631229,29.11090765234958,1
36.6548617670301,30.858979646376408,0.33555812833713644,52.322820831813885,2
38.542400099767754,41.126685732192094,0.13314992814422583,18.332312149607866,1
41.13413871956123,51.03255873467762,0.29334209545231127,7.32751099838691,2
39.95259295854466,31.73966247451089,0.18501544600542236,14.814043281896483,1
38.77631434583518,27.69148070181411,0.01069189969981432,99.16312585273509,0
37.343423202390646,21.885107054627714,0.2272430074374314,1.8025205285995272,2
40.18453023342281,16.89159899960226,0.44714818710777826,97.93387320507586,2
38.4959040648226,58.917510434547026,0.47555850607660555,77.88620118700685,2
40.86729128113539,38.31559194825627,0.17908950514578933,86.28055462914055,1
37.58970595070981,50.640031868451544,0.19830919272322972,77.8975162011392,1
39.47464728978568,48.72149714302612,0.1285612374582153,11.570750785412375,1
36.636863917829245,35.30333406571533,0.11220004150033404,71.19841670925777,1
40.34045567589833,49.832225663002326,0.34600216381583443,92.38737768632834,2
